name,position,team,vfm,value,pts,month_pts,week_pts,status,description,returns
"Lallana, Adam",MID,LIV,11.75,4.0,47,3.0,21.0,Doubtful,Forced off on 55 minutes of the 2-2 draw with Leicester on 1/1.,10/01/2015
"Yanga-Mbiwa, Mapou",DEF,NEW,0.0,1.5,0,0.0,0.0,Unavailable,Joined Roma on season-long loan deal.,25/05/2015
"Routledge, Wayne",MID,SWA,17.6,2.5,44,-3.0,-3.0,,,
"Cork, Jack",MID,SOT,32.0,1.5,48,0.0,0.0,Injured,Forced off early during 3/12 game against Arsenal.,17/01/2015
"Kelly, Martin",DEF,CRY,4.0,2.0,8,5.0,5.0,,,
"Kozak, Libor",STR,AVL,0.0,1.5,0,0.0,0.0,Injured,Ruled out for rest of the season by club on 2/1. Reported in March that he should return to contention for Villa's pre-season in July.,Unknown
"Mirallas, Kevin",MID,EVE,15.5,4.0,62,0.0,5.0,Doubtful,Sustained in the 1-0 defeat to Stoke on 26/12. Withdrawn against Hull as he continued to struggle with the problem.,10/01/2015
"Jelavic, Nikica",STR,HUL,17.0,3.0,51,13.0,13.0,,,
"Navas, Jesus",MID,MCY,9.75,4.0,39,0.0,-1.0,,,
"Fabianski, Lukasz",GK,SWA,18.8,2.5,47,3.0,0.0,,,
"Reid, Winston",DEF,WHM,10.0,2.5,25,0.0,-2.0,,,
"Sidwell, Steve",MID,STO,5.33,1.5,8,0.0,0.0,Injured,Sustained in the 1-0 defeat at Liverpool on 29/11 which saw him forced off on 22 minutes.,01/01/2015
"Jovetic, Stevan",STR,MCY,11.25,4.0,45,5.0,5.0,,,
"Gouffran, Yoan",MID,NEW,2.8,2.5,7,0.0,-1.0,,,
"Ideye, Brown",STR,WBA,7.6,2.5,19,0.0,0.0,,,
"Ramsey, Aaron",MID,ARS,11.8,5.0,59,0.0,0.0,Injured,Withdrawn at half-time during 9/12 game against Galatasaray. Ramsey sat out of the Emirates meeting with Newcastle on 13/12 with Wenger also ruling him out of the trip to Liverpool on 21/12.,11/01/2015
"Moreno, Alberto",DEF,LIV,4.5,4.0,18,2.0,7.0,,,
"Coloccini, Fabricio",DEF,NEW,14.4,2.5,36,-2.0,-3.0,,,
"Bardsley, Phil",DEF,STO,1.5,2.0,3,0.0,0.0,Doubtful,Missed the 1-0 win over Everton.,01/01/2015
"Young, Ashley",MID,MUN,8.8,2.5,22,0.0,4.0,Doubtful,"Sustained in the 1-1 draw with Stoke on 1/1 which saw him withdrawn on 74 minutes. Post-match, Louis van Gaal described the injury as ""very bad"".",11/01/2015
"Clark, Ciaran",DEF,AVL,15.0,2.0,30,4.0,12.0,,,
"Caballero, Willy",GK,MCY,1.43,3.5,5,2.0,2.0,,,
"Vardy, Jamie",STR,LEI,23.0,1.0,23,3.0,3.0,,,
"Rojo, Marcos",DEF,MUN,4.5,4.0,18,0.0,0.0,Injured,Missed the encounter with Liverpool on 14/12 with an injury sustained in training.,26/12/2014
"Fazio, Federico",DEF,TOT,6.5,4.0,26,-2.0,6.0,,,
"Long, Shane",STR,SOT,9.14,3.5,32,0.0,0.0,,,
Fernando,MID,MCY,9.33,3.0,28,0.0,-1.0,,,
"Boyd, George",STR,BUR,38.0,1.0,38,7.0,12.0,,,
"Doyle, Kevin",STR,CRY,2.0,1.5,3,0.0,0.0,,,
"de Jong, Siem",MID,NEW,2.8,2.5,7,0.0,0.0,Injured,Club confirmed on 5/9 he is expected to be out for a number of months.,Unknown
"Hangeland, Brede",DEF,CRY,8.5,2.0,17,0.0,0.0,,,
"Adebayor, Emmanuel",STR,TOT,8.75,4.0,35,0.0,0.0,,,
"Cole, Joe",MID,AVL,12.0,1.0,12,2.0,2.0,,,
"Senderos, Philippe",DEF,AVL,18.0,1.5,27,0.0,0.0,Injured,Picked up problem during training for Swiss national side on 11/11 and will miss the upcoming clash with Lithuania and Poland.,Unknown
"Allen, Joe",MID,LIV,2.8,2.5,7,0.0,0.0,Injured,Ruled out of 26/12 game against Burnley.,28/12/2014
"Alcaraz, Antolin",DEF,EVE,1.0,1.0,1,-4.0,-7.0,,,
"Kane, Harry",STR,TOT,104.67,1.5,157,17.0,17.0,,,
"Anichebe, Victor",STR,WBA,6.5,2.0,13,0.0,0.0,Doubtful,Replaced during 6/12 game against Hull due to problem.,01/01/2015
"Lamela, Erik",MID,TOT,27.67,3.0,83,0.0,2.0,Doubtful,Missed the 5-3 win over Chelsea with a minor calf problem.,10/01/2015
"Figueroa, Maynor",DEF,HUL,-1.0,2.0,-2,0.0,0.0,,,
"Terry, John",DEF,CHE,17.23,6.5,112,1.0,1.0,,,
"Brown, Wes",DEF,SUN,14.0,2.5,35,0.0,7.0,,,
"Januzaj, Adnan",MID,MUN,1.71,3.5,6,0.0,0.0,,,
"Fabregas, Cesc",MID,CHE,16.55,5.5,91,-1.0,1.0,,,
Adrian,GK,WHM,17.0,2.0,34,3.0,5.0,,,
"Wanyama, Victor",MID,SOT,22.67,3.0,68,4.0,7.0,,,
"Drinkwater, Daniel",MID,LEI,6.67,1.5,10,0.0,2.0,,,
"Vermaelen, Thomas",DEF,ARS,0.0,4.0,0,0.0,0.0,,,
"Huddlestone, Tom",MID,HUL,9.6,2.5,24,0.0,0.0,,,
"Collins, James",DEF,WHM,7.2,2.5,18,3.0,3.0,,,
"Carroll, Andy",STR,WHM,11.14,3.5,39,0.0,2.0,,,
"Sung-Yueng, Ki",MID,SWA,48.0,1.5,72,3.0,3.0,Unavailable,Set to play for South Korea in January's Asia Cup.,Unknown
"Ospina, David",GK,ARS,0.57,3.5,2,0.0,0.0,,,
"Vargas, Eduardo",STR,QPR,0.0,2.0,0,0.0,0.0,,,
"Janmaat, Daryl",DEF,NEW,18.4,2.5,46,0.0,2.0,,,
"Arnautovic, Marko",MID,STO,4.0,2.5,10,3.0,5.0,,,
"Jenkinson, Carl",DEF,WHM,21.33,1.5,32,0.0,0.0,,,
"Dyer, Nathan",MID,SWA,29.2,2.5,73,0.0,0.0,,,
"Manquillo, Javier",DEF,LIV,1.33,3.0,4,0.0,0.0,,,
"James, Matthew",MID,LEI,11.0,1.0,11,-1.0,1.0,,,
"Foster, Ben",GK,WBA,12.0,2.5,30,3.0,2.0,,,
"Delph, Fabian",MID,AVL,6.8,2.5,17,0.0,-1.0,Suspended,"Serving a three-match ban for the red card received against Sunderland on 28/12 for serious foul play. He will miss league matches with Crystal Palace and Leicester City, plus the FA Cup tie with Blac",17/01/2015
"Heaton, Tom",GK,BUR,37.0,1.0,37,-2.0,0.0,,,
"Drogba, Didier",STR,CHE,12.5,4.0,50,0.0,0.0,,,
"McCarthy, James",MID,EVE,17.0,3.0,51,0.0,-1.0,Doubtful,Withdrawn during 28/12 defeat at Newcastle due to problem.,01/01/2015
"Salah, Mohamed",MID,CHE,2.67,3.0,8,0.0,0.0,,,
"Wilshere, Jack",MID,ARS,6.25,4.0,25,0.0,0.0,Injured,Sustained in the encounter with Man United on 22/11 which saw him forced off on 55 minutes. Ruled out for three months on 27/11 after undergoing surgery.,28/02/2015
"Jedinak, Mile",MID,CRY,26.5,2.0,53,0.0,5.0,Unavailable,"Is set to play in Asian Cup for Australia. The tournament starts on January 9, with group stages ending on January 20 and the final taking place on January 31. Jedinak will miss at least GW20-22, then",31/01/2015
"Demichelis, Martin",DEF,MCY,15.75,4.0,63,-1.0,-2.0,,,
"Fellaini, Marouane",MID,MUN,7.14,3.5,25,0.0,0.0,Injured,Set to miss remainder of festive fixtures after suffering injury in training.,10/01/2015
"Stones, John",DEF,EVE,5.2,2.5,13,0.0,0.0,Doubtful,Sustained in the 1-0 defeat to Stoke on 26/12.,01/01/2015
"Samaras, Georgios",STR,WBA,0.0,1.5,0,0.0,0.0,Doubtful,Ruled out of 20/12 game against QPR. Returned to training on 18/12 after being granted a week off for personal reasons.,01/01/2015
"Gibbs, Kieran",DEF,ARS,10.22,4.5,46,-1.0,-1.0,,,
"Clyne, Nathaniel",DEF,SOT,31.33,3.0,94,0.0,0.0,Injured,Missed 28/12 game against Chelsea with problem. Ronald Koeman confirmed the injury post-match and indicated that he would face up to 10 days on the sidelines as a result.,10/01/2015
Rafael,DEF,MUN,2.25,4.0,9,0.0,4.0,,,
"Davis, Steven",MID,SOT,24.5,2.0,49,5.0,8.0,,,
"Morgan, Wes",DEF,LEI,14.0,1.5,21,-1.0,7.0,,,
"Garcia, Javi",MID,MCY,0.0,3.0,0,0.0,0.0,,,
"Perez, Ayoze",STR,NEW,28.5,2.0,57,3.0,16.0,,,
"Oviedo, Bryan",MID,EVE,0.0,2.0,0,0.0,0.0,,,
"Sakho, Diafra",STR,WHM,13.33,3.0,40,8.0,8.0,Doubtful,Sustained in the 1-1 draw with West Brom on 1/1 which saw him forced off on 71 minutes. Confirmed post-match that he would undergo scans.,10/01/2015
"Colback, Jack",MID,NEW,32.67,1.5,49,8.0,16.0,,,
"Demel, Guy",DEF,WHM,0.0,2.0,0,0.0,-1.0,,,
"Britton, Leon",MID,SWA,4.67,1.5,7,3.0,3.0,,,
"Besic, Muhamed",MID,EVE,6.67,3.0,20,-1.0,-1.0,,,
"Ings, Danny",STR,BUR,26.4,2.5,66,12.0,15.0,,,
"Onuoha, Nedum",DEF,QPR,-13.0,1.0,-13,0.0,0.0,,,
"Dier, Eric",DEF,TOT,23.0,2.0,46,0.0,0.0,,,
"Bannan, Barry",MID,CRY,3.0,1.0,3,2.0,2.0,,,
"Welbeck, Danny",STR,ARS,20.29,3.5,71,0.0,8.0,Doubtful,Rated a doubt for 1/1 trip to Southampton.,01/01/2015
"Stambouli, Benjamin",MID,TOT,11.6,2.5,29,0.0,1.0,,,
"Albrighton, Marc",MID,LEI,-1.33,1.5,-2,0.0,0.0,,,
"Amat, Jordi",DEF,SWA,15.0,1.0,15,0.0,0.0,,,
"Ulloa, Leonardo",STR,LEI,22.5,2.0,45,0.0,0.0,,,
"Flamini, Mathieu",MID,ARS,15.33,1.5,23,0.0,0.0,Doubtful,Missed the trip to Southampton on 1/1.,11/01/2015
"Hernandez, Pablo",MID,SWA,0.0,2.0,0,0.0,0.0,,,
"El Ahmadi, Karim",MID,AVL,0.0,1.0,0,0.0,0.0,,,
"Bridcutt, Liam",MID,SUN,12.0,1.5,18,0.0,2.0,Injured,Sustained in the 0-0 draw with Aston Villa on 28/12 which saw him forced off on 19 minutes.,10/01/2015
"Montero, Jefferson",MID,SWA,17.2,2.5,43,0.0,0.0,Injured,Forced off early during 26/12 game against Aston Villa. Garry Monk confirmed post-match that the player would undergo scans to assess the extent of the injury. Ruled out for a month on 29/12.,31/01/2015
"Arfield, Scott",MID,BUR,24.0,1.0,24,0.0,0.0,,,
"Costa, Diego",STR,CHE,16.62,6.5,108,5.0,5.0,,,
"Rooney, Wayne",STR,MUN,8.57,7.0,60,3.0,3.0,,,
"Carrick, Michael",MID,MUN,9.67,3.0,29,3.0,5.0,,,
"Aluko, Sone",STR,HUL,3.33,1.5,5,0.0,0.0,,,
"N'Zogbia, Charles",MID,AVL,8.5,2.0,17,0.0,2.0,,,
"Howard, Tim",GK,EVE,7.75,4.0,31,0.0,0.0,Injured,"Unlikely to face Newcastle on 28/12, according to Roberto Martinez. Ruled out for 5-6 weeks on 30/12.",14/02/2015
"Cattermole, Lee",MID,SUN,41.0,1.0,41,0.0,1.0,Doubtful,Missed the 3-2 defeat to Man City on 1/1.,10/01/2015
"Mata, Juan",MID,MUN,14.0,5.5,77,3.0,8.0,,,
"Coutinho, Philippe",MID,LIV,13.75,4.0,55,8.0,11.0,,,
"Sissoko, Moussa",MID,NEW,24.4,2.5,61,8.0,8.0,,,
"McAuley, Gareth",DEF,WBA,7.6,2.5,19,3.0,2.0,,,
"Sterling, Raheem",MID,LIV,26.0,4.5,117,3.0,6.0,,,
"van Persie, Robin",STR,MUN,8.86,7.0,62,0.0,0.0,,,
